School ID,School Name,Street Address,City,State,ZIP Code,Phone Number,School State ID,School Level,Lowest Grade,Highest Grade,Latitude,Longitude,School Website,Cluster,Principal Name,Mapped Location
502,KIPP Academy Nashville,123 Douglas Ave,Nashville,TN,37207,(615)226-4484x1,8002,Charter,Grade 5,Grade 8,36.1945359149,-86.7694392501,http://kippnashville.org/,,Ms. Hada Flores,"(36.1945359149, -86.7694392501)"
499,KIPP Academy Nashville Elementary,1000 Sevier Street,Nashville,TN,37206,(615)226-4484x5,8095,Charter,Grade K,Grade 3,36.1674762595,-86.7519101749,http://kippnashville.org/,Stratford,Amy  Galloway,"(36.1674762595, -86.7519101749)"
503,KIPP Nashville College Prep,3410 Knight Road,Nashville,TN,37207,(615)226-4484x2,8042,Charter,Grade 5,Grade 8,36.2375074649,-86.8037065355,http://kippnashville.org/,,Mrs. Nikki Miller-Olzewski,"(36.2375074649, -86.8037065355)"
501,KIPP Nashville College Prep Elementary,3410 Knight Rd.,Nashville,TN,37207,(615)226-4484x6,8085,Charter,Grade K,Grade 2,36.2382525836,-86.8036646566,http://kippnashville.org/,,Christa Thomas,"(36.2382525836, -86.8036646566)"
504,KIPP Nashville Collegiate High School,123 Douglas Avenue,Nashville,TN,37207,(615)226-4484x3,8011,Charter,Grade 9,Grade 12,36.1947984072,-86.7691857847,http://kippnashville.org/,,Mr. Jake  Ramsey,"(36.1947984072, -86.7691857847)"
511,Knowledge Academies High School,5320 Hickory Hollow Parkway,Antioch,TN,37013,(615)800-6814,8065,Charter,Grade 9,Grade 11,36.0452120214,-86.6518729615,http://www.knowledgeacademies.org/,,Art Fuller,"(36.0452120214, -86.6518729615)"
506,Knowledge Academy,5380 Hickory Hollow Parkway,Antioch,TN,37013,(615)810-8370,8012,Charter,Grade 5,Grade 8,36.0454015353,-86.6519937155,http://www.knowledgeacademies.org/,,Mr. Edon Katz,"(36.0454015353, -86.6519937155)"
122,Lakeview Elementary,455 Rural Hill Road,Nashville,TN,37217,(615)360-2912,430,Elementary School,Grade K,Grade 4,36.0788149596,-86.6300723113,http://schools.mnps.org/lakeview-elementary-design-center,Antioch,Dr. Shantrell Pirtle,"(36.0788149596, -86.6300723113)"
508,LEAD Academy,1704 Heiman Street,Nashville,TN,37208,(615)327-5422,8003,Charter,Grade 9,Grade 12,36.1478854755,-86.7639512965,http://high.leadacademy.org/,,Mr. Nic Frank,"(36.1478854755, -86.7639512965)"
507,LEAD Prep Southeast,531 Metroplex Dr.,Nashville,TN,37211,(615)678-0543,8013,Charter,Grade 5,Grade 9,36.0923357845,-86.7036708627,http://www.leadprepsoutheast.org/,,Chris  Elliott,"(36.0923357845, -86.7036708627)"
517,Liberty Collegiate Academy,3515 Gallatin Rd.,Nashville,TN,37216,(615)564-1965,8005,Charter,Grade 5,Grade 8,36.2120626994,-86.7329249332,http://www.republiccharterschools.org/,,Ms. Macy Bennett,"(36.2120626994, -86.7329249332)"
520,Lockeland Elementary,105 South 17th Street,Nashville,TN,37206,(615)258-1330,435,Elementary School,Grade K,Grade 4,36.1762250805,-86.7395204948,http://schools.mnps.org/lockeland-elementary-design-center,,Mrs. Christie  Lewis,"(36.1762250805, -86.7395204948)"
545,Madison Middle,300 Old Hickory Blvd West,Madison,TN,37115,(615)687-4018,622,Middle School,Grade 5,Grade 8,36.2638940195,-86.7162084879,http://schools.mnps.org/madison-middle-prep,Hunters Lane,Dr. Brian Mells,"(36.2638940195, -86.7162084879)"
550,Maplewood High,401 Walton Lane,Nashville,TN,37216,(615)262-6770,445,High School,Grade 9,Grade 12,36.2327519801,-86.7503393689,http://schools.mnps.org/maplewood-high-school,Maplewood,Dr. Keely Jones-Mason,"(36.2327519801, -86.7503393689)"
100,Margaret Allen Middle,500 Spence Lane,Nashville,TN,37210,(615)291-6385,450,Middle School,Grade 5,Grade 8,36.1460623437,-86.721646171,http://schools.mnps.org/margaret-allen-middle-prep,Antioch,Mrs. Kisha  Stinson-Cox,"(36.1460623437, -86.721646171)"
497,Martin Luther King Jr School,613 17th Avenue North,Nashville,TN,37203,(615)329-8400,456,High School,Grade 7,Grade 12,36.1616756426,-86.8004738094,http://schools.mnps.org/martin-luther-king-jr-academic-magnet-high-school,,Dr. Angela M McShepard-Ray,"(36.1616756426, -86.8004738094)"
682,May Werthan Shayne Elementary School,6217 Nolensville Road,Nashville,TN,37211,(615)332-3020,608,Elementary School,Grade P4,Grade 4,36.0210311721,-86.7146311916,http://schools.mnps.org/shayne-elementary-school,John Overton,Ms. Elayna Wilson,"(36.0210311721, -86.7146311916)"
695,STEM Prep Academy,1162 Foster Ave.,Nashville,TN,37210,(615)921-2200,8006,Charter,Grade 5,Grade 8,36.1351446302,-86.7386061567,http://stemprepacademy.org/,,Dr. Kristin  McGraner,"(36.1351446302, -86.7386061567)"
530,McGavock Elementary,275 McGavock Pike,Nashville,TN,37214,(615)885-8912,465,Elementary School,Grade K,Grade 4,36.1605589982,-86.6810349428,http://schools.mnps.org/mcgavock-elementary-school,McGavock,Dr. Kirk Gilmore,"(36.1605589982, -86.6810349428)"
532,McGavock High,3150 McGavock Pike,Nashville,TN,37214,(615)885-8850,470,High School,Grade 9,Grade 12,36.1854431861,-86.6778493538,http://schools.mnps.org/mcgavock-high-school,McGavock,Mr. Robbin  Wall,"(36.1854431861, -86.6778493538)"
540,McMurray Middle,520 McMurray Drive,Nashville,TN,37211,(615)333-5126,480,Middle School,Grade 5,Grade 8,36.0563796098,-86.7236924979,http://schools.mnps.org/mcmurray-middle-prep,John Overton,Mr. T-Shaka Coverson,"(36.0563796098, -86.7236924979)"
555,Meigs Middle,713 Ramsey Street,Nashville,TN,37206,(615)271-3222,330,Middle School,Grade 5,Grade 8,36.1763639882,-86.760880188,http://schools.mnps.org/meigs-academic-magnet-school,,Dr. Scott  Underwood,"(36.1763639882, -86.760880188)"
748,Metro Nashville Virtual School,4805 Park Avenue Suite 300,Nashville,TN,37209,(615)463-0188,3,Non-Traditional,Grade K,Grade 12,36.1501214104,-86.8453830588,https://www.vlearn.mnps.org/,,Dr. James  Witty,"(36.1501214104, -86.8453830588)"
562,Middle College High,120 White Bridge Road,Nashville,TN,37209,(615)353-3742,437,High School,Grade 10,Grade 12,36.1346991446,-86.8571169258,http://schools.mnps.org/middle-college-high-school,,Mr. Roderick  Manuel,"(36.1346991446, -86.8571169258)"
535,Moses McKissack Middle,915 38th Avenue,Nashville,TN,37209,(615)329-8170,35,Middle School,Grade 5,Grade 8,36.1598989391,-86.8319415791,http://schools.mnps.org/mckissack-middle-prep,Pearl-Cohn,Mr. Thomas Chappelle III,"(36.1598989391, -86.8319415791)"
576,Mt. View Elementary,3820 Murfreesboro Road,Antioch,TN,37013,(615)641-9393,493,Elementary School,Grade P3,Grade 4,36.0418590581,-86.6045976768,http://schools.mnps.org/mt-view-elementary-school,Antioch,Ms. Julia  Lamb,"(36.0418590581, -86.6045976768)"
585,Murrell School,1450 14th Avenue,Nashville,TN,37210,(615)298-8070,505,Special Education,Grade K,Grade 7,36.137548849,-86.7900214161,http://schools.mnps.org/murrell-school,,Ms. Susan  Siegel,"(36.137548849, -86.7900214161)"
590,Napier Elementary,60 Fairfield Avenue,Nashville,TN,37210,(615)291-6400,510,Elementary School,Grade P3,Grade 4,36.1500211684,-86.7563991118,http://schools.mnps.org/napier-enhanced-option-elementary-school,McGavock,Dr. Watechia  Lawless,"(36.1500211684, -86.7563991118)"
589,Nashville Academy of Computer Science,3230 Brick Church Pike,Nashville,TN,37207,(615)921-5000,8055,Charter,Grade 5,Grade 8,36.2349642714,-86.78246535,http://www.republiccharterschools.org/,,Mr. Ryan York,"(36.2349642714, -86.78246535)"
142,Nashville Big Picture High School,160 Rural Avenue,Nashville,TN,37209,(615)353-2081,53,Non-Traditional,Grade 9,Grade 12,36.1430883067,-86.8557148572,http://schools.mnps.org/nashville-big-picture-high-school,,Ms. Brenda Diaz,"(36.1430883067, -86.8557148572)"
592,Nashville Classical,1310 Ordway Place,Nashville,TN,37206,(615)538-5841,8044,Charter,Grade K,Grade 4,36.1799726463,-86.7460731124,http://www.nashvilleclassical.org/home-1,,Charlie  Friedman,"(36.1799726463, -86.7460731124)"
594,Nashville Prep,1300 - 56th Avenue N,Nashville,TN,37209,(615)921-8440,8008,Charter,Grade 5,Grade 8,36.1623058663,-86.8553317868,http://www.republiccharterschools.org/,,Mr. Matt Dempsey,"(36.1623058663, -86.8553317868)"
242,Nashville School Of The Arts,1250 Foster Avenue,Nashville,TN,37210,(615)291-6600,512,High School,Grade 9,Grade 12,36.1329133192,-86.7405001865,http://schools.mnps.org/nashville-school-of-the-arts-high-school,,Dr. Gregory  Stewart,"(36.1329133192, -86.7405001865)"
601,Neelys Bend College Prep,1251 Neelys Bend Road,Madison,TN,37115,(615)645-6461,6000,Charter,Grade 5,Grade 8,36.2419079199,-86.674230711,http://www.neelysbendcollegeprep.org/,Hunters Lane,Mr. Shawn  Jackson,"(36.2419079199, -86.674230711)"
595,Neelys Bend Elementary,1300 Neely's Bend Rd,Madison,TN,37115,(615)860-1471,515,Elementary School,Grade K,Grade 4,36.2399690605,-86.6735175002,http://schools.mnps.org/neelys-bend-elementary-school,Hunters Lane,Ms. Kimberly Bullock,"(36.2399690605, -86.6735175002)"
605,New Vision Academy,297 Plus Park Blvd,Nashville,TN,37217,(615)360-1115,8004,Charter,Grade 5,Grade 8,36.1259158996,-86.7256586233,http://www.newvisionacademytn.org/,,Mr. Timothy  Malone,"(36.1259158996, -86.7256586233)"
145,Norman Binkley Elementary,4700 West Longdale Drive,Nashville,TN,37211,(615)333-5037,525,Elementary School,Grade P3,Grade 4,36.076976208,-86.7484948034,http://schools.mnps.org/norman-binkley-elementary-school,John Overton,Mr. James  Urquhart,"(36.076976208, -86.7484948034)"
610,Old Center Elementary,1245 Dickerson Rd.,Goodlettsville,TN,37072,(615)859-8968,535,Elementary School,Grade P4,Grade 4,36.2912097239,-86.7379489567,http://schools.mnps.org/old-center-elementary-school,Hunters Lane,Ms. Brenda  Steele,"(36.2912097239, -86.7379489567)"
618,Paragon Mills Elementary,260 Paragon Mills Rd,Nashville,TN,37211,(615)333-5170,540,Elementary School,Grade P3,Grade 4,36.087419407,-86.7070560977,http://schools.mnps.org/paragon-mills-elementary-school,Glencliff,Ms. Shawnna Pierce,"(36.087419407, -86.7070560977)"
620,Park Avenue Elementary,3703 Park Avenue,Nashville,TN,37209,(615)298-8412,545,Elementary School,Grade P4,Grade 4,36.1510157044,-86.8296779019,http://schools.mnps.org/park-avenue-enhanced-option-elementary-school,Pearl-Cohn,Mrs. Deltina Short,"(36.1510157044, -86.8296779019)"
632,Pearl-Cohn High,904 26th Avenue North,Nashville,TN,37208,(615)329-8150,555,High School,Grade 9,Grade 12,36.1645403992,-86.815136164,http://schools.mnps.org/pearl-cohn-entertainment-magnet-high-school,Pearl-Cohn,Ms. Miriam Harrington,"(36.1645403992, -86.815136164)"
640,Pennington Elementary,2817 Donna Hill Dr,Nashville,TN,37214,(615)885-8918,565,Elementary School,Grade K,Grade 4,36.2033663873,-86.6814273247,http://schools.mnps.org/pennington-elementary-school,McGavock,Ms. Jacqueline  Kinzer,"(36.2033663873, -86.6814273247)"
650,Percy Priest Elementary,1700 Otter Creek Rd.,Nashville,TN,37215,(615)298-8416,570,Elementary School,Grade K,Grade 4,36.0615871471,-86.8336952185,http://schools.mnps.org/percy-priest-elementary-school,Hillsboro,Mrs. Melinda  Williams,"(36.0615871471, -86.8336952185)"
652,Purpose Prep,220 Venture Circle,Nashville,TN,37228,(615)724-0705,8046,Charter,Grade K,Grade 4,36.1942880381,-86.7946999618,http://www.purposeprep.org/,,Lagra Newman,"(36.1942880381, -86.7946999618)"
660,RePublic High School,3307 Brick Church Pike,Nashville,TN,37207,(615)291-6620,8100,Charter,Grade 9,Grade 11,36.2420998862,-86.7793092615,http://www.republiccharterschools.org/,,Ms. Kaitlin  Troy,"(36.2420998862, -86.7793092615)"
784,Robert Churchwell Elementary,1625 Dr. D. B. Todd Jr. Blvd.,Nashville,TN,37208,(615)687-4024,618,Elementary School,Grade P4,Grade 4,36.1753538423,-86.8094236992,http://schools.mnps.org/robert-churchwell-museum-magnet-elementary,Pearl-Cohn,Ms. Marcia Northern,"(36.1753538423, -86.8094236992)"
500,Robert E. Lillard Elementary,3200 King's Lane,Nashville,TN,37218,(615)876-5126,420,Elementary School,Grade K,Grade 4,36.2205723388,-86.8269077667,http://schools.mnps.org/robert-e-lillard-elementary-school,Whites Creek,Mr. Derek  Sanborn,"(36.2205723388, -86.8269077667)"
665,Robertson Academy Gifted School,835 Robertson Academy Rd.,Nashville,TN,37220,(615)333-5175,90001,GATE Center,Grade P4,Grade P4,36.0818019144,-86.7763825924,https://www.mnps.org/gifted-and-talented/,,--,"(36.0818019144, -86.7763825924)"
667,Rocketship Nashville Northeast Elementary,2526 Dickerson Road,Nashville,TN,37207,(615)650-5560,8050,Charter,Grade K,Grade 4,36.2136492726,-86.7654223968,http://www.rsed.org/northeastelem/index.cfm,,Jermaine Gassaway,"(36.2136492726, -86.7654223968)"
668,Rocketship United,320 Plus Park Blvd,Nashville,TN,37217,(615)712-7499,8070,Charter,Grade K,Grade 4,36.1304768556,-86.7248661795,http://www.rsed.org/rua/index.cfm,,Mr. James  Robinson,"(36.1304768556, -86.7248661795)"
675,Rose Park Middle,1025 - 9th Avenue,Nashville,TN,37203,(615)291-6405,595,Middle School,Grade 5,Grade 8,36.1424058913,-86.7813145165,http://schools.mnps.org/rose-park-magnet-math-and-science-middle,,Mr. Rommie Vasser Jr,"(36.1424058913, -86.7813145165)"
670,Rosebank Elementary,1012 Preston Drive,Nashville,TN,37206,(615)262-6720,600,Elementary School,Grade P4,Grade 4,36.1839805189,-86.7177769703,http://schools.mnps.org/rosebank-stem-school,Stratford,Ms. Kellee W. Akers,"(36.1839805189, -86.7177769703)"
681,Ross Early Learning Center,601 McFerrin Avenue,Nashville,TN,37206,(615)262-6721,7015,Elementary School,Grade P4,Grade P4,36.1798601253,-86.7545481099,http://schools.mnps.org/ross-early-learning-center,,Ms. Miatta Alexander,"(36.1798601253, -86.7545481099)"
522,Ruby Major Elementary,5141 John Hager Rd.,Hermitage,TN,37076,(615)232-2203,607,Elementary School,Grade K,Grade 4,36.1561669093,-86.5786577126,http://schools.mnps.org/ruby-major-elementary-school,McGavock,Mr. Michael King Westveer,"(36.1561669093, -86.5786577126)"
685,Shwab Elementary,1500 Dickerson Road,Nashville,TN,37207,(615)262-6725,610,Elementary School,Grade P3,Grade 4,36.1999066318,-86.7707922912,http://schools.mnps.org/shwab-elementary-school,Maplewood,Dr. Natalyn Gibbs,"(36.1999066318, -86.7707922912)"
686,Smith Springs Elementary School,3132 Smith Springs Road,Antioch,TN,37013,(615)645-6465,750,Elementary School,Grade P3,Grade 4,36.0823638291,-86.5954847785,http://schools.mnps.org/smith-springs-elementary-school,Antioch,Dr. Lance High,"(36.0823638291, -86.5954847785)"
687,Smithson Craighead Academy,730 Neelyâ€™s Bend Road,Nashville,TN,37115,(615)228-9886,8001,Charter,Grade K,Grade 4,36.2510250701,-86.6966199613,http://www.projectreflect.org/smithson-craighead-academy/,,Mr. Ahmed White,"(36.2510250701, -86.6966199613)"
690,Stanford Elementary,2417 Maplecrest Drive,Nashville,TN,37214,(615)885-8822,615,Elementary School,Grade P3,Grade 4,36.1760762784,-86.6823175115,http://schools.mnps.org/stanford-montessori-elementary-school,,Mrs. Angela Bailey,"(36.1760762784, -86.6823175115)"
696,STEM Prep High School,1162 Foster Avenue,Nashville,TN,37210,(615)921-2200,8075,Charter,Grade 9,Grade 11,36.1354168461,-86.7386223689,http://stemprepacademy.org/,,Dr. Kristin  McGraner,"(36.1354168461, -86.7386223689)"
705,Stratford STEM Magnet School,1800 Stratford Ave,Nashville,TN,37216,(615)242-6730,620,High School,Grade 5,Grade 12,36.1975898577,-86.7180671344,http://schools.mnps.org/stratford-stem-magnet-high-school,Stratford,Dr. Michael  Steele,"(36.1975898577, -86.7180671344)"
710,Stratton Elementary,310 Old Hickory Blvd West,Madison,TN,37115,(615)860-1486,625,Elementary School,Grade P4,Grade 4,36.2656026682,-86.7176823287,http://schools.mnps.org/stratton-elementary-school,Hunters Lane,Mrs. Renita  Perkins,"(36.2656026682, -86.7176823287)"
712,Strive Collegiate Academy,3055 Lebanon Road 3rd Floor,Nashville,TN,37214,(773)981-5646,8090,Charter,Grade 5,Grade 7,36.1788359554,-86.6432213808,http://strivecollegiate.org/,,Ms. Lakendra  Butler,"(36.1788359554, -86.6432213808)"
715,Sylvan Park Elementary,4801 Utah Avenue,Nashville,TN,37209,(615)298-8423,630,Elementary School,Grade P3,Grade 4,36.1442237082,-86.8445950436,http://schools.mnps.org/sylvan-park-paideia-design-center,Hillsboro,Ms. Robin Elder,"(36.1442237082, -86.8445950436)"
422,The Academy at Hickory Hollow,5248 Hickory Hollow Pkwy,Antioch,TN,37013,(615)687-4028,720,Non-Traditional,Grade 11,Grade 12,36.0503997998,-86.6548197259,http://schools.mnps.org/the-academy-at-hickory-hollow,,Mr. William  Fellman,"(36.0503997998, -86.6548197259)"
211,The Academy at Old Cockrill,610  49th Avenue North,Nashville,TN,37209,(615)298-2294,614,Non-Traditional,Grade 11,Grade 12,36.1547218751,-86.8455535663,http://schools.mnps.org/the-academy-at-old-cockrill,,Ms. Julie Travis,"(36.1547218751, -86.8455535663)"
613,The Academy at Opry Mills,437 Opry Mills Way,Nashville,TN,37214,(615)810-8306,612,Non-Traditional,Grade 11,Grade 12,36.2027005721,-86.6920792353,http://schools.mnps.org/the-academy-at-opry-mills,,Mr. Carmon  Brown,"(36.2027005721, -86.6920792353)"
718,The Cohn Learning Center,4805 Park Avenue,Nashville,TN,37209,(615)298-6617,745,Non-Traditional - Hybrid,Grade 9,Grade 12,36.1507089234,-86.8451990752,http://schools.mnps.org/the-cohn-school,,Mrs. Debbie  Booker,"(36.1507089234, -86.8451990752)"
575,Thomas A. Edison Elementary,6130 Mt. View Road,Antioch,TN,37013,(615)501-8800,208,Elementary School,Grade P3,Grade 4,36.0628845281,-86.6046383659,http://schools.mnps.org/thomas-a-edison-elementary-school,Antioch,Dr. Kesha  Walrond,"(36.0628845281, -86.6046383659)"
551,Thurgood Marshall Middle,5832 Pettus Rd.,Antioch,TN,37013,(615)941-7515,633,Middle School,Grade 5,Grade 8,36.0223005992,-86.6612707661,http://schools.mnps.org/thurgood-marshall-middle-prep,Cane Ridge,Mr. Roderick  Webb,"(36.0223005992, -86.6612707661)"
495,Tom Joy Elementary,2201 Jones Avenue,Nashville,TN,37207,(615)262-6724,635,Elementary School,Grade P4,Grade 4,36.2086474873,-86.7566230238,http://schools.mnps.org/tom-joy-elementary-school,Maplewood,Ms. Sandra  Moorman,"(36.2086474873, -86.7566230238)"
117,Transitions at Bass,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,725,Alternative Learning Center,--,--,36.1549780692,-86.8520459267,http://schools.mnps.org/wa-bass-learning-center,,Mr. Henry  Johnson,"(36.1549780692, -86.8520459267)"
717,Tulip Grove Elementary,441 Tyler Dr.,Hermitage,TN,37076,(615)885-8944,637,Elementary School,Grade P3,Grade 4,36.1984960718,-86.610888928,http://schools.mnps.org/tulip-grove-elementary-school,McGavock,Dr. Allyson Johnson,"(36.1984960718, -86.610888928)"
725,Tusculum Elementary,440 McMurray Drive,Nashville,TN,37211,(615)333-5179,645,Elementary School,Grade P4,Grade 4,36.0622421154,-86.7189946606,http://schools.mnps.org/tusculum-elementary-school,John Overton,Ms. Alison  McMahan,"(36.0622421154, -86.7189946606)"
730,Two Rivers Middle,2991 McGavock Pk,Nashville,TN,37214,(615)885-8931,650,Middle School,Grade 5,Grade 8,36.194467241,-86.6739737732,http://schools.mnps.org/two-rivers-middle-prep,McGavock,Dr. Shelly  Dunaway,"(36.194467241, -86.6739737732)"
735,Una Elementary,2018 Murfreesboro Road,Nashville,TN,37217,(615)360-2921,655,Elementary School,Grade P4,Grade 4,36.0950303613,-86.6528803773,http://schools.mnps.org/una-elementary-school,Antioch,Ms. Amelia  Dukes,"(36.0950303613, -86.6528803773)"
743,Valor Flagship Academy,4527 Nolensville Road,Nashville,TN,37211,(615)823-7982,8045,Charter,Grade 5,Grade 9,36.0708005834,-86.725494633,http://valorcollegiate.org/,,Dr. Travis Commons,"(36.0708005834, -86.725494633)"
744,Valor Voyager Academy,4527 Nolensville Road,Nashville,TN,37211,(615)823-7982,8080,Charter,Grade 5,Grade 8,36.0706506329,-86.7250511979,http://valorcollegiate.org/,,Ms. Sarah Giblin,"(36.0706506329, -86.7250511979)"
114,W. A. Bass Adult Program,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,125,Adult,--,--,36.1540731279,-86.8518765886,http://schools.mnps.org/wa-bass-learning-center,,Mr. Henry  Johnson,"(36.1540731279, -86.8518765886)"
116,W.A. Bass Alternative Learning Center,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,126,Alternative Learning Center,Grade 9,Grade 12,36.1545841136,-86.8510016583,http://schools.mnps.org/wa-bass-learning-center,,Mr. Henry  Johnson,"(36.1545841136, -86.8510016583)"
755,Warner Elementary,626 Russell Street,Nashville,TN,37206,(615)291-6395,675,Elementary School,Grade P3,Grade 4,36.1720753383,-86.7600969964,http://schools.mnps.org/warner-enhanced-option-elementary-school,Stratford,Ms Denise Jacono,"(36.1720753383, -86.7600969964)"
765,Waverly-Belmont Elementary School,2301 - 10th Avenue South,Nashville,TN,37204,(615)800-7690,755,Elementary School,Grade P3,Grade 4,36.1264618728,-86.7866295627,http://schools.mnps.org/waverly-belmont-elementary-school,Hillsboro,Mrs. Susan Blankenship,"(36.1264618728, -86.7866295627)"
770,West End Middle,3529 West End Avenue,Nashville,TN,37205,(615)298-8425,690,Middle School,Grade 5,Grade 8,36.131974712,-86.8243226532,http://schools.mnps.org/west-end-middle-prep,Hillsboro,Dr. Russell Young,"(36.131974712, -86.8243226532)"
775,Westmeade Elementary,6641 Clearbrook Drive,Nashville,TN,37205,(615)353-2066,695,Elementary School,Grade K,Grade 4,36.0919967834,-86.8941366526,http://schools.mnps.org/westmeade-elementary-school,Hillwood,Mr. Stephen  Breese,"(36.0919967834, -86.8941366526)"
787,Whites Creek High School,7277 Old Hickory Blvd.,Whites Creek,TN,37189,(615)876-5132,704,High School,Grade 9,Grade 12,36.2766453173,-86.8188329872,http://schools.mnps.org/whites-creek-high-school,Whites Creek,Dr. James  Bailey,"(36.2766453173, -86.8188329872)"
612,William Henry Oliver Middle,6211 Nolensville Rd.,Nashville,TN,37211,(615)332-3011,538,Middle School,Grade 5,Grade 8,36.0201739757,-86.7122071016,http://schools.mnps.org/oliver-middle-prep,John Overton,Dr. Erin Anderson,"(36.0201739757, -86.7122071016)"
805,Wright Middle,180 McCall Street,Nashville,TN,37211,(615)333-5189,715,Middle School,Grade 5,Grade 8,36.1001088774,-86.7341334228,http://schools.mnps.org/wright-middle-prep,Glencliff,Dr. Sharada Deaton,"(36.1001088774, -86.7341334228)"
